Season,Week,Day,Date,AwayTeam,HomeTeam,Quarter,DriveNumber,TeamWithPossession,IsScoringDrive,PlayNumberInDrive,IsScoringPlay,PlayOutcome,PlayDescription,PlayStart
2024,Week 10,SUN,11/10,Falcons,Saints,4TH QUARTER,5,NO,0,2,0,Pass Incomplete,"(6:06) (Shotgun) D.Carr pass incomplete short right.
PENALTY on NO-D.Carr, Intentional Grounding, 11 yards, enforced at NO 36.",2nd & 10 at NO 36
2024,Week 10,SUN,11/10,Falcons,Saints,4TH QUARTER,5,NO,0,3,0,13 Yard Run,(6:01) (Shotgun) D.Carr scrambles right end ran ob at NO 38 for 13 yards (J.Bates).,3rd & 21 at NO 25
2024,Week 10,SUN,11/10,Falcons,Saints,4TH QUARTER,5,NO,0,4,0,Punt,"(5:21) M.Hayball punts 51 yards to ATL 11, Center-Z.Wood. A.Williams to ATL 19 for 8 yards (M.Bradford).",4th & 8 at NO 38
2024,Week 10,SUN,11/10,Falcons,Saints,4TH QUARTER,6,ATL,0,1,0,4 Yard Run,(5:10) (Shotgun) B.Robinson right guard to ATL 23 for 4 yards (W.Gay).,1st & 10 at ATL 19
2024,Week 10,SUN,11/10,Falcons,Saints,4TH QUARTER,6,ATL,0,2,0,5 Yard Run,"(4:44) (No Huddle, Shotgun) B.Robinson left end to ATL 28 for 5 yards (A.Taylor).",2nd & 6 at ATL 23
2024,Week 10,SUN,11/10,Falcons,Saints,4TH QUARTER,6,ATL,0,3,0,2 Yard Run,(4:03) (Shotgun) B.Robinson left guard to ATL 30 for 2 yards (W.Harris; K.Saunders).,3rd & 1 at ATL 28
2024,Week 10,SUN,11/10,Falcons,Saints,4TH QUARTER,6,ATL,0,4,0,24 Yard Run,(3:27) (Shotgun) T.Allgeier right end to NO 46 for 24 yards (W.Harris).,1st & 10 at ATL 30
2024,Week 10,SUN,11/10,Falcons,Saints,4TH QUARTER,6,ATL,0,5,0,2 Yard Run,(2:47) (Shotgun) T.Allgeier right tackle to NO 44 for 2 yards (W.Gay).,1st & 10 at NO 46
2024,Week 10,SUN,11/10,Falcons,Saints,4TH QUARTER,6,ATL,0,6,0,Interception,(2:07) (Shotgun) K.Cousins pass short middle intended for D.London INTERCEPTED by T.Mathieu [N.Shepherd] at NO 32. T.Mathieu to NO 38 for 6 yards (D.London).,2nd & 8 at NO 44
2024,Week 10,SUN,11/10,Falcons,Saints,4TH QUARTER,7,NO,0,1,0,2 Yard Run,(1:59) A.Kamara left guard to NO 40 for 2 yards (D.Onyemata; K.Elliss).,1st & 10 at NO 38
2024,Week 10,SUN,11/10,Falcons,Saints,4TH QUARTER,7,NO,0,2,0,4 Yard Run,(1:53) (Shotgun) O.Udoh reported in as eligible.  T.Hill left guard to NO 44 for 4 yards (N.Landman).,2nd & 8 at NO 40
2024,Week 10,SUN,11/10,Falcons,Saints,4TH QUARTER,7,NO,0,3,0,Pass Incomplete,(1:48) (Shotgun) D.Carr pass incomplete deep left to A.Kamara.,3rd & 4 at NO 44
2024,Week 10,SUN,11/10,Falcons,Saints,4TH QUARTER,7,NO,0,4,0,Punt,"(1:42) M.Hayball punts 42 yards to ATL 14, Center-Z.Wood, fair catch by A.Williams.",4th & 4 at NO 44
2024,Week 10,SUN,11/10,Falcons,Saints,4TH QUARTER,8,ATL,0,1,0,11 Yard Pass,(1:35) (Shotgun) K.Cousins pass short left to D.London to ATL 25 for 11 yards (W.Harris; D.Davis).,1st & 10 at ATL 14
2024,Week 10,SUN,11/10,Falcons,Saints,4TH QUARTER,8,ATL,0,2,0,21 Yard Pass,"(1:10) (No Huddle, Shotgun) K.Cousins pass deep middle to D.Mooney to ATL 46 for 21 yards (J.Howden).",1st & 10 at ATL 25
2024,Week 10,SUN,11/10,Falcons,Saints,4TH QUARTER,8,ATL,0,3,0,5 Yard Penalty,"(:46) (No Huddle, Shotgun) K.Cousins pass incomplete short middle to D.London.
PENALTY on NO-A.Taylor, Defensive Holding, 5 yards, enforced at ATL 46 - No Play.",1st & 10 at ATL 46
2024,Week 10,SUN,11/10,Falcons,Saints,4TH QUARTER,8,ATL,0,4,0,-9 Yard Sack,"(:41) (Shotgun) K.Cousins sacked at ATL 42 for -9 yards (C.Young). FUMBLES (C.Young) [C.Young], touched at ATL 42, recovered by ATL-Ja.Matthews at ATL 32.",1st & 10 at NO 49
2024,Week 10,SUN,11/10,Falcons,Saints,4TH QUARTER,8,ATL,0,5,0,7 Yard Pass,(:34) (Shotgun) K.Cousins pass short left to K.Pitts ran ob at ATL 39 for 7 yards (A.Taylor).,2nd & 29 at ATL 32
2024,Week 10,SUN,11/10,Falcons,Saints,4TH QUARTER,8,ATL,0,6,0,18 Yard Pass,"(:28) (Shotgun) K.Cousins pass short middle to K.Pitts to NO 43 for 18 yards (U.Amadi, W.Harris).",3rd & 22 at ATL 39
2024,Week 10,SUN,11/10,Falcons,Saints,4TH QUARTER,8,ATL,0,7,0,Turnover on Downs,"(:07) (No Huddle, Shotgun) K.Cousins pass short left to R.McCloud pushed ob at NO 44 for -1 yards (U.Amadi).",4th & 4 at NO 43
2024,Week 11,SUN,11/17,Falcons,Broncos,1ST QUARTER,1,DEN,1,1,0,Kickoff,"B.Pinion kicks 65 yards from ATL 35 to end zone, Touchback to the DEN 30.",Kickoff from ATL 35
2024,Week 11,SUN,11/17,Falcons,Broncos,1ST QUARTER,1,DEN,1,2,0,1 Yard Run,(15:00) J.Williams up the middle to DEN 31 for 1 yard (K.Elliss).,1st & 10 at DEN 30
2024,Week 11,SUN,11/17,Falcons,Broncos,1ST QUARTER,1,DEN,1,3,0,Pass Incomplete,(14:30) (Shotgun) B.Nix pass incomplete short middle to J.Williams.,2nd & 9 at DEN 31
2024,Week 11,SUN,11/17,Falcons,Broncos,1ST QUARTER,1,DEN,1,4,0,16 Yard Pass,(14:25) (Shotgun) B.Nix pass short left to C.Sutton ran ob at DEN 47 for 16 yards.,3rd & 9 at DEN 31
2024,Week 11,SUN,11/17,Falcons,Broncos,1ST QUARTER,1,DEN,1,5,0,10 Yard Run,(13:52) J.Williams left guard to ATL 43 for 10 yards (K.King).,1st & 10 at DEN 47
2024,Week 11,SUN,11/17,Falcons,Broncos,1ST QUARTER,1,DEN,1,6,0,5 Yard Run,(13:13) (Shotgun) J.Williams up the middle to ATL 38 for 5 yards (N.Landman).,1st & 10 at ATL 43
2024,Week 11,SUN,11/17,Falcons,Broncos,1ST QUARTER,1,DEN,1,7,0,-10 Yard Penalty,"(12:37) J.McLaughlin right end to ATL 36 for 2 yards (K.King).
PENALTY on DEN-L.Humphrey, Offensive Holding, 10 yards, enforced at ATL 38 - No Play.",2nd & 5 at ATL 38
2024,Week 11,SUN,11/17,Falcons,Broncos,1ST QUARTER,1,DEN,1,8,0,14 Yard Pass,(12:17) (Shotgun) B.Nix pass short middle to D.Vele to ATL 34 for 14 yards (C.Phillips).,2nd & 15 at ATL 48
2024,Week 11,SUN,11/17,Falcons,Broncos,1ST QUARTER,1,DEN,1,9,0,2 Yard Run,(11:35) M.Peart reported in as eligible.  M.Burton up the middle to ATL 32 for 2 yards (K.Street; N.Landman).,3rd & 1 at ATL 34
2024,Week 11,SUN,11/17,Falcons,Broncos,1ST QUARTER,1,DEN,1,10,0,20 Yard Pass,"(10:56) (Shotgun) B.Nix pass short left to D.Vele to ATL 24 for 8 yards (C.Phillips).
PENALTY on ATL-R.Grant, Unnecessary Roughness, 12 yards, enforced at ATL 24.",1st & 10 at ATL 32
2024,Week 11,SUN,11/17,Falcons,Broncos,1ST QUARTER,1,DEN,1,11,0,Touchdown Broncos,"(10:36) (Shotgun) B.Nix pass short left to N.Adkins for 12 yards, TOUCHDOWN.",1st & 10 at ATL 12
2024,Week 11,SUN,11/17,Falcons,Broncos,1ST QUARTER,1,DEN,1,12,1,Extra Point Good,"W.Lutz extra point is GOOD, Center-M.Fraboni, Holder-R.Dixon.",XP attempt from ATL 15
2024,Week 11,SUN,11/17,Falcons,Broncos,1ST QUARTER,2,ATL,1,1,0,Kickoff,"W.Lutz kicks 65 yards from DEN 35 to end zone, Touchback to the ATL 30.",Kickoff from DEN 35
2024,Week 11,SUN,11/17,Falcons,Broncos,1ST QUARTER,2,ATL,1,2,0,2 Yard Run,(10:31) (Shotgun) B.Robinson right tackle to ATL 32 for 2 yards (J.Franklin-Myers).,1st & 10 at ATL 30
2024,Week 11,SUN,11/17,Falcons,Broncos,1ST QUARTER,2,ATL,1,3,0,10 Yard Pass,(9:53) (Shotgun) K.Cousins pass short right to B.Robinson to ATL 42 for 10 yards (D.Key; Z.Allen).,2nd & 8 at ATL 32
2024,Week 11,SUN,11/17,Falcons,Broncos,1ST QUARTER,2,ATL,1,4,0,9 Yard Run,(9:10) (Shotgun) B.Robinson left tackle to DEN 49 for 9 yards (J.McMillian).,1st & 10 at ATL 42
2024,Week 11,SUN,11/17,Falcons,Broncos,1ST QUARTER,2,ATL,1,5,0,Run for No Gain,(8:29) (Shotgun) B.Robinson left guard to DEN 49 for no gain (D.Jones).,2nd & 1 at DEN 49
2024,Week 11,SUN,11/17,Falcons,Broncos,1ST QUARTER,2,ATL,1,6,0,2 Yard Run,(7:46) B.Robinson up the middle to DEN 47 for 2 yards (J.Cooper; C.Barton).,3rd & 1 at DEN 49
2024,Week 11,SUN,11/17,Falcons,Broncos,1ST QUARTER,2,ATL,1,7,0,9 Yard Pass,(7:03) (Shotgun) K.Cousins pass short middle to R.McCloud to DEN 38 for 9 yards (P.Locke; N.Bonitto).,1st & 10 at DEN 47
2024,Week 11,SUN,11/17,Falcons,Broncos,1ST QUARTER,2,ATL,1,8,0,2 Yard Pass,(6:24) (Shotgun) K.Cousins pass short right to R.McCloud to DEN 36 for 2 yards (P.Surtain).,2nd & 1 at DEN 38
2024,Week 11,SUN,11/17,Falcons,Broncos,1ST QUARTER,2,ATL,1,9,0,5 Yard Pass,(5:39) (Shotgun) K.Cousins pass short left to R.Dwelley pushed ob at DEN 31 for 5 yards (J.Strnad).,1st & 10 at DEN 36
2024,Week 11,SUN,11/17,Falcons,Broncos,1ST QUARTER,2,ATL,1,10,0,16 Yard Pass,(5:05) (Shotgun) K.Cousins pass short middle to D.London to DEN 15 for 16 yards (D.Key; J.McMillian).,2nd & 5 at DEN 31
2024,Week 11,SUN,11/17,Falcons,Broncos,1ST QUARTER,2,ATL,1,11,0,5 Yard Run,(4:28) (Shotgun) B.Robinson up the middle to DEN 10 for 5 yards (R.Moss).,1st & 10 at DEN 15
2024,Week 11,SUN,11/17,Falcons,Broncos,1ST QUARTER,2,ATL,1,12,0,-10 Yard Penalty,"(3:56) (Shotgun) B.Robinson left tackle pushed ob at DEN 1 for 9 yards (C.Barton).
PENALTY on ATL-M.Bergeron, Offensive Holding, 10 yards, enforced at DEN 10 - No Play.",2nd & 5 at DEN 10
2024,Week 11,SUN,11/17,Falcons,Broncos,1ST QUARTER,2,ATL,1,13,0,-5 Yard Penalty,"(3:27) (Shotgun) K.Cousins pass short middle to D.London to DEN 1 for 19 yards (D.Key).
PENALTY on ATL-D.London, Illegal Motion, 5 yards, enforced at DEN 20 - No Play.",2nd & 15 at DEN 20
2024,Week 11,SUN,11/17,Falcons,Broncos,1ST QUARTER,2,ATL,1,14,0,-1 Yard Pass,"(3:03) (Shotgun) K.Cousins pass short right to T.Allgeier to DEN 26 for -1 yards (J.Strnad, J.McMillian).",2nd & 20 at DEN 25
2024,Week 11,SUN,11/17,Falcons,Broncos,1ST QUARTER,2,ATL,1,15,0,4 Yard Pass,(2:22) (Shotgun) K.Cousins pass short middle to B.Robinson to DEN 22 for 4 yards (N.Bonitto).,3rd & 21 at DEN 26
2024,Week 11,SUN,11/17,Falcons,Broncos,1ST QUARTER,2,ATL,1,16,1,Field Goal,"(1:37) Y.Koo 41 yard field goal is GOOD, Center-L.McCullough, Holder-B.Pinion.",4th & 17 at DEN 22
2024,Week 11,SUN,11/17,Falcons,Broncos,1ST QUARTER,3,DEN,0,1,0,Kickoff,"B.Pinion kicks 65 yards from ATL 35 to end zone, Touchback to the DEN 30.",Kickoff from ATL 35
2024,Week 11,SUN,11/17,Falcons,Broncos,1ST QUARTER,3,DEN,0,2,0,Run for No Gain,"(1:33) A.Estime up the middle to DEN 30 for no gain (K.Elliss, J.Bates).",1st & 10 at DEN 30
2024,Week 11,SUN,11/17,Falcons,Broncos,1ST QUARTER,3,DEN,0,3,0,-2 Yard Pass,"(1:14) (No Huddle) B.Nix pass short left to A.Estime to DEN 28 for -2 yards (R.Grant).
Penalty on DEN-A.Trautman, Offensive Holding, declined.",2nd & 10 at DEN 30
2024,Week 11,SUN,11/17,Falcons,Broncos,1ST QUARTER,3,DEN,0,4,0,2 Yard Pass,"(:47) (Shotgun) B.Nix pass short right to J.Williams to DEN 30 for 2 yards (R.Grant, J.Bates).",3rd & 12 at DEN 28
2024,Week 11,SUN,11/17,Falcons,Broncos,1ST QUARTER,3,DEN,0,5,0,Punt,"(:11) R.Dixon punts 51 yards to ATL 19, Center-M.Fraboni. A.Williams to ATL 31 for 12 yards (M.Fraboni; J.Skinner).
PENALTY on ATL-D.Malone, Unnecessary Roughness, 15 yards, enforced at ATL 31.",4th & 10 at DEN 30
2024,Week 11,SUN,11/17,Falcons,Broncos,2ND QUARTER,1,ATL,0,1,0,Pass Incomplete,(15:00) (Shotgun) K.Cousins pass incomplete deep left to D.Mooney (R.Moss).,1st & 10 at ATL 16
2024,Week 11,SUN,11/17,Falcons,Broncos,2ND QUARTER,1,ATL,0,2,0,Pass Incomplete,(14:56) (Shotgun) K.Cousins pass incomplete short right to D.London [Z.Allen].,2nd & 10 at ATL 16
2024,Week 11,SUN,11/17,Falcons,Broncos,2ND QUARTER,1,ATL,0,3,0,15 Yard Pass,(14:52) (Shotgun) K.Cousins pass short right to B.Robinson pushed ob at ATL 31 for 15 yards (C.Barton).,3rd & 10 at ATL 16
2024,Week 11,SUN,11/17,Falcons,Broncos,2ND QUARTER,1,ATL,0,4,0,Run for No Gain,"(14:22) (Shotgun) K.Cousins FUMBLES (Aborted) at ATL 26, and recovers at ATL 22. K.Cousins to ATL 24 for 2 yards (N.Bonitto).",1st & 10 at ATL 31
2024,Week 11,SUN,11/17,Falcons,Broncos,2ND QUARTER,1,ATL,0,5,0,-7 Yard Sack,"(13:55) (No Huddle, Shotgun) K.Cousins sacked at ATL 17 for -7 yards (M.Roach).",2nd & 17 at ATL 24
2024,Week 11,SUN,11/17,Falcons,Broncos,2ND QUARTER,1,ATL,0,6,0,7 Yard Run,(13:16) (Shotgun) B.Robinson up the middle to ATL 24 for 7 yards (J.Cooper).,3rd & 24 at ATL 17
2024,Week 11,SUN,11/17,Falcons,Broncos,2ND QUARTER,1,ATL,0,7,0,Punt,"(12:38) B.Pinion punts 59 yards to DEN 17, Center-L.McCullough. M.Mims to DEN 23 for 6 yards (A.Williams).",4th & 17 at ATL 24
2024,Week 11,SUN,11/17,Falcons,Broncos,2ND QUARTER,2,DEN,1,1,0,3 Yard Run,(12:23) J.McLaughlin left guard to DEN 26 for 3 yards (J.Bates).,1st & 10 at DEN 23
2024,Week 11,SUN,11/17,Falcons,Broncos,2ND QUARTER,2,DEN,1,2,0,7 Yard Pass,(11:45) (Shotgun) B.Nix pass short middle to J.Williams to DEN 33 for 7 yards (N.Landman; K.Elliss).,2nd & 7 at DEN 26
2024,Week 11,SUN,11/17,Falcons,Broncos,2ND QUARTER,2,DEN,1,3,0,2 Yard Pass,(11:00) B.Nix pass short right to L.Humphrey to DEN 35 for 2 yards (A.Ebiketie).,1st & 10 at DEN 33
2024,Week 11,SUN,11/17,Falcons,Broncos,2ND QUARTER,2,DEN,1,4,0,3 Yard Run,(10:20) (Shotgun) J.Williams right guard to DEN 38 for 3 yards (N.Landman).,2nd & 8 at DEN 35
2024,Week 11,SUN,11/17,Falcons,Broncos,2ND QUARTER,2,DEN,1,5,0,-5 Yard Penalty,"(9:38) (Shotgun) PENALTY on DEN-Q.Meinerz, False Start, 5 yards, enforced at DEN 38 - No Play.",3rd & 5 at DEN 38
2024,Week 11,SUN,11/17,Falcons,Broncos,2ND QUARTER,2,DEN,1,6,0,37 Yard Pass,(9:15) (Shotgun) B.Nix pass short left to M.Mims to ATL 30 for 37 yards (J.Bates).,3rd & 10 at DEN 33
2024,Week 11,SUN,11/17,Falcons,Broncos,2ND QUARTER,2,DEN,1,7,0,-5 Yard Run,(8:30) (Shotgun) M.Mims left end to ATL 35 for -5 yards (Z.Harrison).,1st & 10 at ATL 30
2024,Week 11,SUN,11/17,Falcons,Broncos,2ND QUARTER,2,DEN,1,8,0,15 Yard Pass,(7:49) B.Nix pass short left to J.Williams to ATL 20 for 15 yards (J.Simmons; A.Terrell).,2nd & 15 at ATL 35
2024,Week 11,SUN,11/17,Falcons,Broncos,2ND QUARTER,2,DEN,1,9,0,6 Yard Pass,(7:03) (Shotgun) B.Nix pass short middle to C.Sutton to ATL 14 for 6 yards (K.Elliss).,1st & 10 at ATL 20
2024,Week 11,SUN,11/17,Falcons,Broncos,2ND QUARTER,2,DEN,1,10,0,Touchdown Broncos,"(6:25) J.Williams left tackle for 14 yards, TOUCHDOWN.",2nd & 4 at ATL 14
2024,Week 11,SUN,11/17,Falcons,Broncos,2ND QUARTER,2,DEN,1,11,1,Extra Point Good,"W.Lutz extra point is GOOD, Center-M.Fraboni, Holder-R.Dixon.",XP attempt from ATL 15
2024,Week 11,SUN,11/17,Falcons,Broncos,2ND QUARTER,3,ATL,1,1,0,Kickoff,"W.Lutz kicks 65 yards from DEN 35 to end zone, Touchback to the ATL 30.",Kickoff from DEN 35
2024,Week 11,SUN,11/17,Falcons,Broncos,2ND QUARTER,3,ATL,1,2,0,1 Yard Run,(6:16) (Shotgun) E.Wilkinson reported in as eligible.  B.Robinson right tackle to ATL 31 for 1 yard (D.Jones).,1st & 10 at ATL 30
2024,Week 11,SUN,11/17,Falcons,Broncos,2ND QUARTER,3,ATL,1,3,0,8 Yard Pass,(5:35) (Shotgun) K.Cousins pass short left to D.Mooney to ATL 39 for 8 yards (J.McMillian).,2nd & 9 at ATL 31
2024,Week 11,SUN,11/17,Falcons,Broncos,2ND QUARTER,3,ATL,1,4,0,Run for No Gain,(4:53) (Shotgun) B.Robinson up the middle to ATL 39 for no gain (D.Tillman).,3rd & 1 at ATL 39
2024,Week 11,SUN,11/17,Falcons,Broncos,2ND QUARTER,3,ATL,1,5,0,26 Yard Pass,"(4:29) (No Huddle, Shotgun) K.Cousins pass deep right to D.London to DEN 35 for 26 yards (J.McMillian).",4th & 1 at ATL 39
2024,Week 11,SUN,11/17,Falcons,Broncos,2ND QUARTER,3,ATL,1,6,0,3 Yard Run,"(3:42) (Shotgun) B.Robinson left tackle to DEN 32 for 3 yards (C.Barton, N.Bonitto).",1st & 10 at DEN 35
2024,Week 11,SUN,11/17,Falcons,Broncos,2ND QUARTER,3,ATL,1,7,0,Pass Incomplete,(3:02) (Shotgun) K.Cousins pass incomplete short right to D.London.,2nd & 7 at DEN 32
2024,Week 11,SUN,11/17,Falcons,Broncos,2ND QUARTER,3,ATL,1,8,0,Pass Incomplete,(2:57) (Shotgun) K.Cousins pass incomplete short right to K.Pitts (J.McMillian). DEN-Z.Allen was injured during the play.,3rd & 7 at DEN 32
2024,Week 11,SUN,11/17,Falcons,Broncos,2ND QUARTER,3,ATL,1,9,1,Field Goal,"(2:53) Y.Koo 51 yard field goal is GOOD, Center-L.McCullough, Holder-B.Pinion.",4th & 7 at DEN 32
2024,Week 11,SUN,11/17,Falcons,Broncos,2ND QUARTER,4,DEN,1,1,0,Kickoff,"B.Pinion kicks 65 yards from ATL 35 to end zone, Touchback to the DEN 30.",Kickoff from ATL 35
2024,Week 11,SUN,11/17,Falcons,Broncos,2ND QUARTER,4,DEN,1,2,0,3 Yard Run,(2:48) (Shotgun) B.Nix scrambles right guard to DEN 33 for 3 yards (K.Elliss).,1st & 10 at DEN 30
2024,Week 11,SUN,11/17,Falcons,Broncos,2ND QUARTER,4,DEN,1,3,0,33 Yard Pass,(2:03) (Shotgun) B.Nix pass deep middle to D.Vele to ATL 34 for 33 yards (J.Simmons).,2nd & 7 at DEN 33
2024,Week 11,SUN,11/17,Falcons,Broncos,2ND QUARTER,4,DEN,1,4,0,Pass Incomplete,(1:57) (Shotgun) B.Nix pass incomplete short right [K.Elliss].,1st & 10 at ATL 34
2024,Week 11,SUN,11/17,Falcons,Broncos,2ND QUARTER,4,DEN,1,5,0,8 Yard Pass,(1:51) B.Nix pass short right to C.Sutton to ATL 26 for 8 yards (R.Grant).,2nd & 10 at ATL 34
2024,Week 11,SUN,11/17,Falcons,Broncos,2ND QUARTER,4,DEN,1,6,0,7 Yard Pass,(1:42) (Shotgun) B.Nix pass short right to C.Sutton to ATL 19 for 7 yards (J.Bates; A.Terrell).,3rd & 2 at ATL 26
2024,Week 11,SUN,11/17,Falcons,Broncos,2ND QUARTER,4,DEN,1,7,0,8 Yard Pass,(1:34) (Shotgun) B.Nix pass short left to T.Franklin to ATL 11 for 8 yards (N.Landman).,1st & 10 at ATL 19
2024,Week 11,SUN,11/17,Falcons,Broncos,2ND QUARTER,4,DEN,1,8,0,4 Yard Run,"(1:24) J.Williams up the middle to ATL 7 for 4 yards (R.Grant, L.Carter).",2nd & 2 at ATL 11
2024,Week 11,SUN,11/17,Falcons,Broncos,2ND QUARTER,4,DEN,1,9,0,-12 Yard Sack,(:47) B.Nix sacked at ATL 19 for -12 yards (M.Judon).,1st & 7 at ATL 7
2024,Week 11,SUN,11/17,Falcons,Broncos,2ND QUARTER,4,DEN,1,10,0,7 Yard Pass,(:41) (Shotgun) B.Nix pass short middle to C.Sutton to ATL 12 for 7 yards (K.Elliss).,2nd & 19 at ATL 19
2024,Week 11,SUN,11/17,Falcons,Broncos,2ND QUARTER,4,DEN,1,11,0,Touchdown Broncos,"(:30) (Shotgun) B.Nix pass short right to M.Mims for 12 yards, TOUCHDOWN.",3rd & 12 at ATL 12
2024,Week 11,SUN,11/17,Falcons,Broncos,2ND QUARTER,4,DEN,1,12,1,Extra Point Good,"W.Lutz extra point is GOOD, Center-M.Fraboni, Holder-R.Dixon.",XP attempt from ATL 15
2024,Week 11,SUN,11/17,Falcons,Broncos,2ND QUARTER,5,ATL,0,1,0,Kickoff,"W.Lutz kicks 65 yards from DEN 35 to end zone, Touchback to the ATL 30.",Kickoff from DEN 35
2024,Week 11,SUN,11/17,Falcons,Broncos,2ND QUARTER,5,ATL,0,2,0,19 Yard Pass,(:25) (Shotgun) K.Cousins pass deep left to D.Mooney to ATL 49 for 19 yards (R.Moss). ** Injury Update: DEN-Z.Allen has returned to the game.,1st & 10 at ATL 30
2024,Week 11,SUN,11/17,Falcons,Broncos,2ND QUARTER,5,ATL,0,3,0,Pass Incomplete,(:11) (No Huddle) K.Cousins spiked the ball to stop the clock.,1st & 10 at ATL 49
2024,Week 11,SUN,11/17,Falcons,Broncos,2ND QUARTER,5,ATL,0,4,0,19 Yard Pass,(:10) (Shotgun) K.Cousins pass deep right to D.London to DEN 32 for 19 yards (R.Moss).,2nd & 10 at ATL 49
2024,Week 11,SUN,11/17,Falcons,Broncos,3RD QUARTER,1,ATL,0,1,0,Kickoff,"W.Lutz kicks 65 yards from DEN 35 to end zone, Touchback to the ATL 30.",Kickoff from DEN 35
2024,Week 11,SUN,11/17,Falcons,Broncos,3RD QUARTER,1,ATL,0,2,0,Run for No Gain,(15:00) (Shotgun) B.Robinson up the middle to ATL 30 for no gain (J.Franklin-Myers; D.Jones).,1st & 10 at ATL 30
2024,Week 11,SUN,11/17,Falcons,Broncos,3RD QUARTER,1,ATL,0,3,0,Pass Incomplete,"(14:39) (No Huddle, Shotgun) K.Cousins pass incomplete short left to D.Mooney (R.Moss).",2nd & 10 at ATL 30
2024,Week 11,SUN,11/17,Falcons,Broncos,3RD QUARTER,1,ATL,0,4,0,3 Yard Pass,(14:34) (Shotgun) K.Cousins pass short right to R.McCloud to ATL 33 for 3 yards (J.McMillian).,3rd & 10 at ATL 30
2024,Week 11,SUN,11/17,Falcons,Broncos,3RD QUARTER,1,ATL,0,5,0,Punt,"(13:53) B.Pinion punts 49 yards to DEN 18, Center-L.McCullough. M.Mims pushed ob at ATL 45 for 37 yards (K.Elliss).",4th & 7 at ATL 33
2024,Week 11,SUN,11/17,Falcons,Broncos,3RD QUARTER,2,DEN,1,1,0,3 Yard Run,(13:38) M.Mims right end to ATL 42 for 3 yards (M.Judon).,1st & 10 at ATL 45
2024,Week 11,SUN,11/17,Falcons,Broncos,3RD QUARTER,2,DEN,1,2,0,4 Yard Run,(13:01) J.Williams right guard to ATL 38 for 4 yards (J.Simmons).,2nd & 7 at ATL 42
2024,Week 11,SUN,11/17,Falcons,Broncos,3RD QUARTER,2,DEN,1,3,0,Pass Incomplete,(12:17) M.Peart reported in as eligible.  B.Nix pass incomplete short middle to A.Trautman (J.Bates).,3rd & 3 at ATL 38
2024,Week 11,SUN,11/17,Falcons,Broncos,3RD QUARTER,2,DEN,1,4,0,8 Yard Pass,"(12:12) (Shotgun) B.Nix pass incomplete short middle to L.Humphrey (J.Bates).
The Replay Official reviewed the incomplete pass ruling, and the play was REVERSED.
(Shotgun) B.Nix pass short middle to L.Humphrey to ATL 29 for 9 yards (J.Bates; N.Brooks). FUMBLES (J.Bates), and recovers at ATL 30.",4th & 3 at ATL 38
2024,Week 11,SUN,11/17,Falcons,Broncos,3RD QUARTER,2,DEN,1,5,0,12 Yard Run,(12:03) J.Williams right guard to ATL 18 for 12 yards (K.Elliss).,1st & 10 at ATL 30
2024,Week 11,SUN,11/17,Falcons,Broncos,3RD QUARTER,2,DEN,1,6,0,2 Yard Run,(11:19) (Shotgun) B.Nix right end ran ob at ATL 16 for 2 yards (J.Bates; N.Landman).,1st & 10 at ATL 18
2024,Week 11,SUN,11/17,Falcons,Broncos,3RD QUARTER,2,DEN,1,7,0,Pass Incomplete,(10:38) B.Nix pass incomplete deep right to C.Sutton [N.Brooks].,2nd & 8 at ATL 16
2024,Week 11,SUN,11/17,Falcons,Broncos,3RD QUARTER,2,DEN,1,8,0,11 Yard Pass,(10:33) (Shotgun) B.Nix pass short left to D.Vele to ATL 5 for 11 yards (J.Simmons).,3rd & 8 at ATL 16
2024,Week 11,SUN,11/17,Falcons,Broncos,3RD QUARTER,2,DEN,1,9,0,-2 Yard Pass,(9:51) B.Nix pass short right to M.Burton to ATL 7 for -2 yards (K.Elliss).,1st & 5 at ATL 5
2024,Week 11,SUN,11/17,Falcons,Broncos,3RD QUARTER,2,DEN,1,10,0,Touchdown Broncos,"(9:09) (Shotgun) B.Nix pass short right to T.Franklin for 7 yards, TOUCHDOWN.",2nd & 7 at ATL 7
2024,Week 11,SUN,11/17,Falcons,Broncos,3RD QUARTER,2,DEN,1,11,1,Extra Point Good,"W.Lutz extra point is GOOD, Center-M.Fraboni, Holder-R.Dixon.",XP attempt from ATL 15
2024,Week 11,SUN,11/17,Falcons,Broncos,3RD QUARTER,3,ATL,0,1,0,Kickoff,"W.Lutz kicks 65 yards from DEN 35 to end zone, Touchback to the ATL 30.",Kickoff from DEN 35
2024,Week 11,SUN,11/17,Falcons,Broncos,3RD QUARTER,3,ATL,0,2,0,9 Yard Pass,(9:05) (Shotgun) K.Cousins pass short right to K.Pitts to ATL 39 for 9 yards (D.Key).,1st & 10 at ATL 30
2024,Week 11,SUN,11/17,Falcons,Broncos,3RD QUARTER,3,ATL,0,3,0,Pass Incomplete,"(8:41) (No Huddle, Shotgun) K.Cousins pass incomplete deep right to K.Pitts.",2nd & 1 at ATL 39
